transaction_id,account_id,transaction_type,merchant_name,transaction_amount,transaction_status,transaction_timestamp,decline_reason
TXN00000733,ACC0000071,WITHDRAWAL,Croma,41527.16,APPROVED,2026-07-23 05:49:48.036829,
TXN00000734,ACC0000283,DEPOSIT,BigBasket,53236.48,DECLINED,2026-06-06 15:43:48.036829,SUSPECTED_FRAUD
TXN00000735,ACC0000535,DEPOSIT,Amazon India,41848.57,APPROVED,2026-04-02 10:54:48.036829,
TXN00000736,ACC0000438,PURCHASE,Apollo Pharmacy,23001.58,APPROVED,2026-04-28 04:24:48.036829,
TXN00000737,CARD000181,PURCHASE,Reliance Digital,21548.32,DECLINED,2026-05-09 00:39:48.036829,INCORRECT_CVV
TXN00000738,ACC0000695,TRANSFER,Jio Recharge,12812.03,APPROVED,2026-05-11 12:55:48.036829,
TXN00000739,ACC0000303,TRANSFER,Tata CLiQ,44465.67,DECLINED,2026-06-29 08:06:48.036829,INSUFFICIENT_FUNDS
TXN00000740,CARD000007,PURCHASE,MakeMyTrip,61075.26,APPROVED,2026-06-30 15:57:48.036829,
TXN00000741,CARD000147,PURCHASE,BigBasket,47130.99,APPROVED,2026-05-29 03:20:48.036829,
TXN00000742,ACC0000006,PURCHASE,Croma,18367.93,APPROVED,2026-04-09 17:24:48.036829,
TXN00000743,CARD000193,PURCHASE,DMart,12475.55,APPROVED,2026-04-07 08:26:48.036829,
TXN00000744,ACC0000110,WITHDRAWAL,BookMyShow,64372.19,APPROVED,2026-06-29 18:20:48.036829,
TXN00000745,CARD000297,PURCHASE,Reliance Digital,52530.96,DECLINED,2026-07-06 19:14:48.036829,MERCHANT_NOT_SUPPORTED
TXN00000746,ACC0000137,TRANSFER,MakeMyTrip,14302.77,APPROVED,2026-04-03 13:42:48.036829,
TXN00000747,ACC0000038,DEPOSIT,Amazon India,1001.04,APPROVED,2026-03-31 21:03:48.036829,
TXN00000748,CARD000173,PURCHASE,Jio Recharge,55961.62,DECLINED,2026-06-09 09:44:48.036829,CARD_BLOCKED
TXN00000749,ACC0000246,PAYMENT,BookMyShow,11580.64,APPROVED,2026-07-18 17:48:48.036829,
TXN00000750,CARD000059,PURCHASE,Amazon India,1675.91,APPROVED,2026-04-06 06:36:48.036829,
TXN00000751,CARD000042,PURCHASE,Reliance Digital,26934.16,APPROVED,2026-07-03 23:03:48.036829,
TXN00000752,CARD000165,PURCHASE,Amazon India,17619.35,APPROVED,2026-05-12 18:45:48.036829,
TXN00000753,CARD000055,PURCHASE,DMart,46046.88,APPROVED,2026-05-15 11:13:48.036829,
TXN00000754,CARD000269,PURCHASE,Zomato,43098.25,APPROVED,2026-07-18 13:08:48.036829,
TXN00000755,ACC0000561,WITHDRAWAL,Jio Recharge,54962.68,DECLINED,2026-07-04 17:43:48.036829,INSUFFICIENT_FUNDS
TXN00000756,CARD000075,PURCHASE,Uber,32162.14,APPROVED,2026-07-24 11:41:48.036829,
TXN00000757,CARD000246,PURCHASE,Nykaa,10610.08,PENDING,2026-05-29 12:24:48.036829,
TXN00000758,CARD000074,PURCHASE,Myntra,37152.05,APPROVED,2026-06-18 16:28:48.036829,
TXN00000759,CARD000236,PURCHASE,Nykaa,60588.79,APPROVED,2026-05-04 15:07:48.036829,
TXN00000760,ACC0000383,TRANSFER,Zomato,9486.37,DECLINED,2026-06-18 19:28:48.036829,DAILY_LIMIT_EXCEEDED
TXN00000761,ACC0000588,WITHDRAWAL,Flipkart,3967.88,APPROVED,2026-05-27 23:23:48.036829,
TXN00000762,ACC0000685,WITHDRAWAL,Myntra,40648.82,APPROVED,2026-05-06 09:54:48.036829,
TXN00000763,ACC0000600,PURCHASE,Zomato,39853.67,APPROVED,2026-05-27 09:49:48.036829,
TXN00000764,ACC0000422,TRANSFER,Nykaa,8304.56,APPROVED,2026-07-08 06:08:48.036829,
TXN00000765,ACC0000544,PURCHASE,Croma,34990.9,APPROVED,2026-07-02 15:38:48.036829,
TXN00000766,CARD000064,PURCHASE,BookMyShow,11074.06,APPROVED,2026-04-17 22:35:48.036829,
TXN00000767,ACC0000162,DEPOSIT,Amazon India,7634.6,APPROVED,2026-07-11 22:42:48.036829,
TXN00000768,CARD000206,PURCHASE,Jio Recharge,58420.59,APPROVED,2026-04-19 23:36:48.036829,
TXN00000769,ACC0000569,DEPOSIT,Swiggy,6274.33,APPROVED,2026-03-29 22:26:48.036829,
TXN00000770,ACC0000166,PAYMENT,Ola,63983.43,APPROVED,2026-05-16 00:56:48.036829,
TXN00000771,ACC0000400,WITHDRAWAL,Reliance Digital,29450.34,APPROVED,2026-04-30 06:23:48.036829,
TXN00000772,CARD000276,PURCHASE,Apollo Pharmacy,34196.67,APPROVED,2026-06-19 18:02:48.036829,
TXN00000773,ACC0000349,PAYMENT,Ola,50557.32,APPROVED,2026-06-08 04:34:48.036829,
TXN00000774,ACC0000383,PAYMENT,Amazon India,51556.6,APPROVED,2026-07-25 08:20:48.036829,
TXN00000775,CARD000155,PURCHASE,Apollo Pharmacy,47500.87,APPROVED,2026-06-13 06:20:48.036829,
TXN00000776,CARD000038,PURCHASE,Myntra,12954.34,APPROVED,2026-06-07 16:05:48.036829,
TXN00000777,CARD000246,PURCHASE,Nykaa,31079.41,APPROVED,2026-04-20 20:59:48.036829,
TXN00000778,CARD000230,PURCHASE,IRCTC,30084.14,APPROVED,2026-06-04 16:37:48.036829,
TXN00000779,ACC0000009,DEPOSIT,DMart,54610.81,APPROVED,2026-07-24 02:21:48.036829,
TXN00000780,ACC0000287,WITHDRAWAL,MakeMyTrip,68358.61,APPROVED,2026-07-06 02:39:48.036829,
TXN00000781,ACC0000074,DEPOSIT,Amazon India,13451.38,APPROVED,2026-07-08 00:54:48.036829,
TXN00000782,CARD000279,PURCHASE,Ola,56936.81,APPROVED,2026-05-30 09:23:48.036829,
TXN00000783,CARD000020,PURCHASE,Flipkart,12623.34,APPROVED,2026-07-12 05:38:48.036829,
TXN00000784,CARD000221,PURCHASE,MakeMyTrip,41501.54,APPROVED,2026-04-22 19:48:48.036829,
TXN00000785,ACC0000005,TRANSFER,Uber,62234.1,DECLINED,2026-04-07 03:24:48.036829,DAILY_LIMIT_EXCEEDED
TXN00000786,ACC0000238,WITHDRAWAL,Apollo Pharmacy,59359.31,APPROVED,2026-05-11 11:18:48.036829,
TXN00000787,ACC0000081,WITHDRAWAL,Apollo Pharmacy,26822.89,PENDING,2026-04-26 06:05:48.036829,
TXN00000788,CARD000018,PURCHASE,MakeMyTrip,68378.17,APPROVED,2026-07-20 21:45:48.036829,
TXN00000789,CARD000150,PURCHASE,BookMyShow,56463.87,APPROVED,2026-06-12 16:22:48.036829,
TXN00000790,CARD000038,PURCHASE,Jio Recharge,59471.66,DECLINED,2026-03-29 17:38:48.036829,MERCHANT_NOT_SUPPORTED
TXN00000791,ACC0000015,PURCHASE,Croma,42253.02,APPROVED,2026-04-12 15:19:48.036829,
TXN00000792,ACC0000649,PAYMENT,Myntra,14584.62,APPROVED,2026-07-10 01:27:48.036829,
TXN00000793,ACC0000140,PURCHASE,Flipkart,24314.69,APPROVED,2026-07-04 07:16:48.036829,
TXN00000794,ACC0000137,PAYMENT,Ola,16981.83,APPROVED,2026-07-26 01:38:48.036829,
TXN00000795,ACC0000456,PAYMENT,Jio Recharge,19055.52,APPROVED,2026-05-08 18:46:48.036829,
TXN00000796,CARD000008,PURCHASE,BigBasket,66589.37,APPROVED,2026-05-11 00:04:48.036829,
TXN00000797,ACC0000323,PAYMENT,Flipkart,46355.2,DECLINED,2026-06-12 14:03:48.036829,INSUFFICIENT_FUNDS
TXN00000798,ACC0000436,TRANSFER,Swiggy,50216.49,DECLINED,2026-07-20 20:27:48.036829,ACCOUNT_FROZEN
TXN00000799,ACC0000447,PAYMENT,Ola,11880.9,APPROVED,2026-04-27 16:59:48.036829,
TXN00000800,ACC0000492,WITHDRAWAL,DMart,8137.21,APPROVED,2026-07-21 15:50:48.036829,
TXN00000801,CARD000175,PURCHASE,Zomato,32658.68,APPROVED,2026-06-07 12:55:48.036829,
TXN00000802,CARD000208,PURCHASE,BigBasket,15459.12,APPROVED,2026-04-08 18:01:48.036829,
TXN00000803,ACC0000489,TRANSFER,BigBasket,3446.72,APPROVED,2026-04-24 08:13:48.036829,
TXN00000804,ACC0000581,DEPOSIT,Tata CLiQ,36036.28,APPROVED,2026-07-01 20:06:48.036829,
TXN00000805,CARD000069,PURCHASE,Tata CLiQ,10465.44,DECLINED,2026-07-18 10:51:48.036829,EXPIRED_CARD
TXN00000806,ACC0000408,PURCHASE,MakeMyTrip,63196.72,APPROVED,2026-04-18 09:10:48.036829,
TXN00000807,ACC0000260,PAYMENT,Uber,20433.57,APPROVED,2026-06-17 17:06:48.036829,
TXN00000808,ACC0000136,DEPOSIT,Myntra,40989.66,APPROVED,2026-05-19 06:57:48.036829,
TXN00000809,CARD000046,PURCHASE,BigBasket,25719.09,APPROVED,2026-06-08 00:59:48.036829,
TXN00000810,ACC0000311,PAYMENT,BookMyShow,74832.69,APPROVED,2026-04-04 17:29:48.036829,
TXN00000811,CARD000212,PURCHASE,Nykaa,22458.82,APPROVED,2026-06-11 23:54:48.036829,
TXN00000812,ACC0000051,PURCHASE,Jio Recharge,36021.11,APPROVED,2026-07-16 21:17:48.036829,
TXN00000813,CARD000099,PURCHASE,Tata CLiQ,22385.45,APPROVED,2026-04-17 17:50:48.036829,
TXN00000814,CARD000290,PURCHASE,IRCTC,48965.2,APPROVED,2026-06-28 00:17:48.036829,
TXN00000815,CARD000252,PURCHASE,Jio Recharge,70692.15,APPROVED,2026-07-23 11:44:48.036829,
TXN00000816,ACC0000165,PURCHASE,MakeMyTrip,25951.66,APPROVED,2026-07-02 00:13:48.036829,
TXN00000817,CARD000015,PURCHASE,Uber,37495.93,APPROVED,2026-04-18 23:46:48.036829,
TXN00000818,CARD000272,PURCHASE,Flipkart,36926.15,DECLINED,2026-06-11 18:00:48.036829,CARD_BLOCKED
TXN00000819,CARD000228,PURCHASE,IRCTC,11099.38,APPROVED,2026-06-22 10:07:48.036829,
TXN00000820,ACC0000441,PAYMENT,Zomato,20381.37,APPROVED,2026-07-06 08:32:48.036829,
TXN00000821,CARD000078,PURCHASE,Ola,56217.96,APPROVED,2026-07-21 18:14:48.036829,
TXN00000822,CARD000148,PURCHASE,MakeMyTrip,62426.74,APPROVED,2026-04-09 14:05:48.036829,
TXN00000823,ACC0000230,TRANSFER,Jio Recharge,54684.88,DECLINED,2026-04-01 05:51:48.036829,INSUFFICIENT_FUNDS
TXN00000824,CARD000126,PURCHASE,Uber,41098.06,APPROVED,2026-04-08 10:07:48.036829,
TXN00000825,CARD000264,PURCHASE,Uber,25004.95,APPROVED,2026-05-27 19:44:48.036829,
TXN00000826,ACC0000257,WITHDRAWAL,Ola,73876.67,APPROVED,2026-05-13 22:17:48.036829,
TXN00000827,CARD000259,PURCHASE,Amazon India,34217.23,APPROVED,2026-05-14 12:04:48.036829,
TXN00000828,CARD000142,PURCHASE,DMart,27049.71,APPROVED,2026-04-03 05:49:48.036829,
TXN00000829,ACC0000177,WITHDRAWAL,Jio Recharge,29358.33,APPROVED,2026-07-24 10:37:48.036829,
TXN00000830,CARD000198,PURCHASE,DMart,67658.14,APPROVED,2026-05-28 00:43:48.036829,
TXN00000831,ACC0000186,WITHDRAWAL,Flipkart,8411.85,APPROVED,2026-04-19 02:24:48.036829,
TXN00000832,CARD000262,PURCHASE,DMart,67608.84,PENDING,2026-05-08 08:41:48.036829,
TXN00000833,ACC0000251,WITHDRAWAL,MakeMyTrip,16378.42,APPROVED,2026-05-15 16:11:48.036829,
TXN00000834,ACC0000055,DEPOSIT,IRCTC,65897.07,APPROVED,2026-04-07 00:22:48.036829,
TXN00000835,ACC0000400,TRANSFER,IRCTC,35304.35,PENDING,2026-07-23 22:19:48.036829,
TXN00000836,CARD000115,PURCHASE,Tata CLiQ,49474.5,APPROVED,2026-07-25 14:39:48.036829,
TXN00000837,ACC0000613,PAYMENT,Swiggy,40887.88,APPROVED,2026-05-16 00:56:48.036829,
TXN00000838,CARD000149,PURCHASE,Uber,32104.18,APPROVED,2026-04-20 08:36:48.036829,
TXN00000839,ACC0000063,DEPOSIT,IRCTC,5200.65,APPROVED,2026-07-20 15:49:48.036829,
TXN00000840,ACC0000655,PURCHASE,Amazon India,38111.97,PENDING,2026-05-30 20:38:48.036829,
TXN00000841,ACC0000600,PURCHASE,Uber,32480.61,APPROVED,2026-05-16 11:46:48.036829,
TXN00000842,ACC0000101,WITHDRAWAL,Apollo Pharmacy,6793.36,APPROVED,2026-06-07 20:38:48.036829,
TXN00000843,ACC0000661,DEPOSIT,Jio Recharge,36040.24,DECLINED,2026-05-26 06:30:48.036829,ACCOUNT_FROZEN
TXN00000844,CARD000221,PURCHASE,Croma,1931.52,APPROVED,2026-07-02 14:20:48.036829,
TXN00000845,ACC0000578,PAYMENT,Tata CLiQ,59334.43,APPROVED,2026-05-14 11:32:48.036829,
TXN00000846,ACC0000151,PURCHASE,Amazon India,5839.82,APPROVED,2026-04-30 13:56:48.036829,
TXN00000847,CARD000282,PURCHASE,Myntra,69274.37,APPROVED,2026-07-03 21:11:48.036829,
TXN00000848,CARD000211,PURCHASE,BigBasket,67608.74,PENDING,2026-05-06 09:13:48.036829,
TXN00000849,CARD000179,PURCHASE,Amazon India,2678.45,APPROVED,2026-04-25 18:57:48.036829,
TXN00000850,ACC0000331,WITHDRAWAL,Swiggy,22310.98,APPROVED,2026-06-25 11:15:48.036829,
TXN00000851,ACC0000595,TRANSFER,Croma,26372.59,APPROVED,2026-03-30 03:54:48.036829,
TXN00000852,ACC0000615,TRANSFER,Reliance Digital,49566.52,APPROVED,2026-05-16 09:52:48.036829,
TXN00000853,CARD000213,PURCHASE,Uber,1748.28,APPROVED,2026-04-28 08:10:48.036829,
TXN00000854,CARD000258,PURCHASE,IRCTC,35840.33,APPROVED,2026-04-09 11:12:48.036829,
TXN00000855,ACC0000100,PAYMENT,Reliance Digital,12114.12,DECLINED,2026-04-10 13:08:48.036829,INVALID_PIN
TXN00000856,ACC0000548,TRANSFER,Ola,72588.52,APPROVED,2026-06-06 08:34:48.036829,
TXN00000857,ACC0000134,TRANSFER,Ola,37237.64,APPROVED,2026-05-17 06:57:48.036829,
TXN00000858,ACC0000656,TRANSFER,Uber,56502.77,APPROVED,2026-05-01 13:18:48.036829,
TXN00000859,CARD000020,PURCHASE,Jio Recharge,38580.58,DECLINED,2026-04-04 05:12:48.036829,EXPIRED_CARD
TXN00000860,CARD000181,PURCHASE,BookMyShow,66372.2,APPROVED,2026-05-20 21:50:48.036829,
TXN00000861,CARD000170,PURCHASE,Myntra,6811.11,APPROVED,2026-07-12 20:25:48.036829,
TXN00000862,CARD000062,PURCHASE,Jio Recharge,53682.33,APPROVED,2026-05-20 11:45:48.036829,
TXN00000863,CARD000006,PURCHASE,Nykaa,46824.01,APPROVED,2026-04-21 12:55:48.036829,
TXN00000864,CARD000294,PURCHASE,Nykaa,30261.78,APPROVED,2026-06-20 05:01:48.036829,
TXN00000865,ACC0000167,PURCHASE,MakeMyTrip,22252.87,DECLINED,2026-06-24 21:20:48.036829,ACCOUNT_FROZEN
TXN00000866,CARD000191,PURCHASE,Nykaa,20883.07,APPROVED,2026-07-12 03:31:48.036829,
TXN00000867,ACC0000515,PURCHASE,BigBasket,68959.4,APPROVED,2026-07-08 07:06:48.036829,
TXN00000868,CARD000115,PURCHASE,BigBasket,38444.03,APPROVED,2026-04-08 20:23:48.036829,
TXN00000869,ACC0000179,DEPOSIT,DMart,63735.84,APPROVED,2026-06-16 03:29:48.036829,
TXN00000870,ACC0000010,PURCHASE,Jio Recharge,45513.13,PENDING,2026-05-08 12:14:48.036829,
TXN00000871,ACC0000682,DEPOSIT,Amazon India,19215.65,APPROVED,2026-05-05 23:23:48.036829,
TXN00000872,ACC0000479,DEPOSIT,Tata CLiQ,74572.72,APPROVED,2026-06-24 20:34:48.036829,
TXN00000873,CARD000274,PURCHASE,Flipkart,63679.34,DECLINED,2026-05-07 09:22:48.036829,CARD_BLOCKED
TXN00000874,CARD000287,PURCHASE,Apollo Pharmacy,69176.71,APPROVED,2026-04-17 11:04:48.036829,
TXN00000875,ACC0000633,PAYMENT,MakeMyTrip,74994.94,APPROVED,2026-07-03 00:15:48.036829,
TXN00000876,ACC0000471,TRANSFER,Croma,70441.14,APPROVED,2026-03-29 01:16:48.036829,
TXN00000877,CARD000238,PURCHASE,Uber,6374.31,APPROVED,2026-04-25 15:40:48.036829,
TXN00000878,ACC0000019,WITHDRAWAL,BookMyShow,44434.72,APPROVED,2026-05-30 00:33:48.036829,
TXN00000879,CARD000116,PURCHASE,Amazon India,65229.41,DECLINED,2026-06-23 17:32:48.036829,INSUFFICIENT_CREDIT_LIMIT
TXN00000880,ACC0000008,TRANSFER,Apollo Pharmacy,72705.57,APPROVED,2026-04-16 15:18:48.036829,
TXN00000881,ACC0000474,DEPOSIT,Zomato,14530.46,APPROVED,2026-06-15 00:35:48.036829,
TXN00000882,CARD000095,PURCHASE,Jio Recharge,4536.4,PENDING,2026-07-01 23:22:48.036829,
TXN00000883,ACC0000490,PAYMENT,Nykaa,50765.07,DECLINED,2026-04-12 18:26:48.036829,INVALID_PIN
TXN00000884,CARD000070,PURCHASE,BookMyShow,38246.89,APPROVED,2026-05-17 03:22:48.036829,
TXN00000885,ACC0000428,DEPOSIT,Amazon India,21038.23,APPROVED,2026-05-17 14:22:48.036829,
TXN00000886,CARD000197,PURCHASE,Amazon India,44372.76,APPROVED,2026-06-10 04:16:48.036829,
TXN00000887,CARD000083,PURCHASE,Swiggy,23094.26,APPROVED,2026-07-18 07:15:48.036829,
TXN00000888,ACC0000544,PAYMENT,Jio Recharge,10712.41,DECLINED,2026-06-28 13:56:48.036829,DAILY_LIMIT_EXCEEDED
TXN00000889,CARD000260,PURCHASE,Zomato,56259.64,APPROVED,2026-06-27 12:20:48.036829,
TXN00000890,ACC0000440,WITHDRAWAL,Zomato,67243.38,PENDING,2026-04-26 04:43:48.036829,
TXN00000891,CARD000267,PURCHASE,Croma,74387.64,APPROVED,2026-05-11 23:04:48.036829,
TXN00000892,CARD000257,PURCHASE,Zomato,45541.52,DECLINED,2026-05-31 02:52:48.036829,INCORRECT_CVV
TXN00000893,ACC0000257,DEPOSIT,Uber,10569.41,APPROVED,2026-06-19 04:12:48.036829,
TXN00000894,CARD000110,PURCHASE,Myntra,16996.39,APPROVED,2026-05-18 09:49:48.036829,
TXN00000895,ACC0000469,PAYMENT,BigBasket,26861.52,APPROVED,2026-07-09 14:51:48.036829,
TXN00000896,CARD000132,PURCHASE,Swiggy,74870.33,APPROVED,2026-07-04 15:29:48.036829,
TXN00000897,CARD000208,PURCHASE,Ola,55436.0,APPROVED,2026-04-13 20:37:48.036829,
TXN00000898,ACC0000471,TRANSFER,Croma,34076.46,APPROVED,2026-05-21 05:09:48.036829,
TXN00000899,ACC0000408,WITHDRAWAL,DMart,51847.53,DECLINED,2026-05-07 05:56:48.036829,DAILY_LIMIT_EXCEEDED
TXN00000900,ACC0000546,TRANSFER,Myntra,51597.93,APPROVED,2026-03-28 21:19:48.036829,
TXN00000901,CARD000236,PURCHASE,Amazon India,50382.25,APPROVED,2026-04-18 23:13:48.036829,
TXN00000902,ACC0000393,PAYMENT,Myntra,33066.22,APPROVED,2026-06-03 08:02:48.036829,
TXN00000903,CARD000221,PURCHASE,Uber,37545.93,APPROVED,2026-05-31 03:35:48.036829,
TXN00000904,ACC0000548,PAYMENT,BigBasket,9858.11,APPROVED,2026-04-17 10:11:48.036829,
TXN00000905,ACC0000230,TRANSFER,Ola,69388.86,APPROVED,2026-07-18 13:54:48.036829,
TXN00000906,CARD000151,PURCHASE,Uber,12748.72,DECLINED,2026-07-09 23:17:48.036829,INSUFFICIENT_CREDIT_LIMIT
TXN00000907,ACC0000323,PAYMENT,Uber,51074.15,APPROVED,2026-04-17 21:36:48.036829,
TXN00000908,ACC0000083,PURCHASE,Jio Recharge,35364.71,APPROVED,2026-03-29 15:49:48.036829,
TXN00000909,ACC0000233,PAYMENT,Flipkart,46037.13,DECLINED,2026-04-08 00:16:48.036829,INSUFFICIENT_FUNDS
TXN00000910,ACC0000434,PAYMENT,Nykaa,23678.39,APPROVED,2026-06-20 02:22:48.036829,
TXN00000911,CARD000128,PURCHASE,Tata CLiQ,64146.86,APPROVED,2026-04-01 05:01:48.036829,
TXN00000912,CARD000117,PURCHASE,Reliance Digital,19531.81,APPROVED,2026-04-02 14:28:48.036829,
TXN00000913,ACC0000016,WITHDRAWAL,Reliance Digital,30078.42,APPROVED,2026-06-02 11:55:48.036829,
TXN00000914,ACC0000627,DEPOSIT,Croma,27378.5,APPROVED,2026-04-06 06:06:48.036829,
TXN00000915,ACC0000386,PAYMENT,Nykaa,16321.34,APPROVED,2026-04-18 17:02:48.036829,
TXN00000916,ACC0000315,WITHDRAWAL,Reliance Digital,55718.98,APPROVED,2026-06-01 12:04:48.036829,
TXN00000917,ACC0000268,WITHDRAWAL,MakeMyTrip,573.43,APPROVED,2026-06-05 08:16:48.036829,
TXN00000918,ACC0000118,PURCHASE,Amazon India,14312.05,APPROVED,2026-04-21 15:31:48.036829,
TXN00000919,CARD000037,PURCHASE,Jio Recharge,59471.83,APPROVED,2026-05-17 01:38:48.036829,
TXN00000920,ACC0000507,PAYMENT,Tata CLiQ,45957.78,APPROVED,2026-06-27 05:14:48.036829,
TXN00000921,ACC0000079,TRANSFER,Ola,47600.22,APPROVED,2026-05-09 12:24:48.036829,
TXN00000922,ACC0000374,PAYMENT,MakeMyTrip,45733.45,APPROVED,2026-07-07 04:37:48.036829,
TXN00000923,ACC0000242,PAYMENT,Uber,48231.01,APPROVED,2026-04-19 18:14:48.036829,
TXN00000924,ACC0000441,TRANSFER,MakeMyTrip,7057.28,APPROVED,2026-07-19 05:45:48.036829,
TXN00000925,ACC0000222,DEPOSIT,Apollo Pharmacy,20618.62,APPROVED,2026-07-17 14:11:48.036829,
TXN00000926,ACC0000385,PAYMENT,Swiggy,2399.72,APPROVED,2026-05-07 15:38:48.036829,
TXN00000927,ACC0000660,PURCHASE,Jio Recharge,5033.8,APPROVED,2026-05-22 08:57:48.036829,
TXN00000928,CARD000298,PURCHASE,Tata CLiQ,61357.72,APPROVED,2026-05-12 04:55:48.036829,
TXN00000929,CARD000238,PURCHASE,Zomato,63129.51,APPROVED,2026-06-08 10:45:48.036829,
TXN00000930,ACC0000029,TRANSFER,Tata CLiQ,34094.06,DECLINED,2026-05-18 00:15:48.036829,SUSPECTED_FRAUD
TXN00000931,ACC0000549,WITHDRAWAL,Ola,30423.04,APPROVED,2026-06-21 08:57:48.036829,
TXN00000932,ACC0000671,DEPOSIT,Tata CLiQ,16758.94,APPROVED,2026-04-03 23:52:48.036829,
TXN00000933,ACC0000141,DEPOSIT,BigBasket,64473.95,APPROVED,2026-07-10 21:02:48.036829,
TXN00000934,CARD000212,PURCHASE,Nykaa,23715.37,APPROVED,2026-06-30 08:51:48.036829,
TXN00000935,CARD000297,PURCHASE,DMart,17483.44,APPROVED,2026-06-14 23:38:48.036829,
TXN00000936,ACC0000016,WITHDRAWAL,Ola,23027.47,APPROVED,2026-06-27 17:54:48.036829,
TXN00000937,CARD000202,PURCHASE,Amazon India,43107.06,APPROVED,2026-04-03 15:28:48.036829,
TXN00000938,ACC0000379,DEPOSIT,Nykaa,68782.55,APPROVED,2026-06-28 03:11:48.036829,
TXN00000939,CARD000270,PURCHASE,BookMyShow,5640.21,APPROVED,2026-04-21 15:00:48.036829,
TXN00000940,CARD000240,PURCHASE,Croma,23029.31,APPROVED,2026-07-09 21:00:48.036829,
TXN00000941,ACC0000440,DEPOSIT,Jio Recharge,20116.73,APPROVED,2026-06-10 12:31:48.036829,
TXN00000942,ACC0000185,WITHDRAWAL,BigBasket,47481.23,DECLINED,2026-05-03 04:55:48.036829,SUSPECTED_FRAUD
TXN00000943,ACC0000520,PAYMENT,Jio Recharge,10148.06,APPROVED,2026-05-26 06:23:48.036829,
TXN00000944,ACC0000099,PURCHASE,Uber,47746.66,APPROVED,2026-04-02 15:53:48.036829,
TXN00000945,ACC0000607,DEPOSIT,Jio Recharge,10636.84,APPROVED,2026-05-16 02:12:48.036829,
TXN00000946,ACC0000349,WITHDRAWAL,BookMyShow,19067.11,APPROVED,2026-06-20 19:07:48.036829,
TXN00000947,ACC0000575,PURCHASE,Reliance Digital,26480.74,DECLINED,2026-06-25 14:09:48.036829,ACCOUNT_FROZEN
TXN00000948,ACC0000408,PAYMENT,Uber,53583.46,APPROVED,2026-04-24 04:35:48.036829,
TXN00000949,CARD000180,PURCHASE,MakeMyTrip,63790.95,DECLINED,2026-03-31 06:46:48.036829,EXPIRED_CARD
TXN00000950,ACC0000578,PURCHASE,Reliance Digital,21433.62,APPROVED,2026-04-20 16:30:48.036829,
TXN00000951,ACC0000137,PURCHASE,Myntra,47393.7,APPROVED,2026-04-01 21:38:48.036829,
TXN00000952,ACC0000590,WITHDRAWAL,Amazon India,41638.99,APPROVED,2026-05-06 09:44:48.036829,
TXN00000953,CARD000156,PURCHASE,Nykaa,65005.47,APPROVED,2026-07-03 08:17:48.036829,
TXN00000954,ACC0000402,WITHDRAWAL,Flipkart,28064.8,APPROVED,2026-04-17 18:46:48.036829,
TXN00000955,CARD000021,PURCHASE,MakeMyTrip,50682.33,APPROVED,2026-07-01 23:43:48.036829,
TXN00000956,CARD000285,PURCHASE,Tata CLiQ,36791.58,APPROVED,2026-05-07 04:55:48.036829,
TXN00000957,ACC0000608,DEPOSIT,Apollo Pharmacy,28645.35,DECLINED,2026-04-25 10:26:48.036829,ACCOUNT_FROZEN
TXN00000958,ACC0000492,WITHDRAWAL,Ola,42126.12,APPROVED,2026-07-08 00:46:48.036829,
TXN00000959,ACC0000553,DEPOSIT,IRCTC,41272.04,APPROVED,2026-07-15 13:29:48.036829,
TXN00000960,ACC0000159,PURCHASE,Swiggy,56710.72,APPROVED,2026-04-23 22:57:48.036829,
TXN00000961,ACC0000194,TRANSFER,MakeMyTrip,20101.45,APPROVED,2026-06-22 17:10:48.036829,
TXN00000962,CARD000179,PURCHASE,Ola,26359.79,DECLINED,2026-04-09 00:59:48.036829,CARD_BLOCKED
TXN00000963,ACC0000247,PAYMENT,Croma,57184.95,APPROVED,2026-04-19 12:04:48.036829,
TXN00000964,CARD000292,PURCHASE,Myntra,25590.54,APPROVED,2026-06-05 01:13:48.036829,
TXN00000965,CARD000156,PURCHASE,DMart,41401.77,APPROVED,2026-04-05 06:20:48.036829,
TXN00000966,ACC0000546,WITHDRAWAL,Ola,60556.59,APPROVED,2026-05-01 16:41:48.036829,
TXN00000967,CARD000033,PURCHASE,Flipkart,44837.94,DECLINED,2026-04-12 20:18:48.036829,INSUFFICIENT_CREDIT_LIMIT
TXN00000968,ACC0000376,PAYMENT,Apollo Pharmacy,57132.99,APPROVED,2026-07-08 17:54:48.036829,
TXN00000969,ACC0000215,PURCHASE,Amazon India,4955.02,APPROVED,2026-04-09 16:19:48.036829,
TXN00000970,CARD000195,PURCHASE,Ola,36491.79,DECLINED,2026-03-28 13:21:48.036829,INSUFFICIENT_CREDIT_LIMIT
TXN00000971,CARD000233,PURCHASE,Ola,26548.23,DECLINED,2026-04-05 09:10:48.036829,MERCHANT_NOT_SUPPORTED
TXN00000972,CARD000075,PURCHASE,Nykaa,172.72,PENDING,2026-05-23 06:37:48.036829,
TXN00000973,CARD000105,PURCHASE,Nykaa,58076.36,APPROVED,2026-04-02 00:37:48.036829,
TXN00000974,CARD000229,PURCHASE,Swiggy,22824.35,APPROVED,2026-06-20 19:31:48.036829,
TXN00000975,CARD000116,PURCHASE,Swiggy,38235.06,APPROVED,2026-07-15 14:04:48.036829,
